uuid,city,station_name,latitude,longitude,surface_material,sample_type,num_reads,control_type
haib17CEM5106_HCCGHCCXY_SL270337,london,bank,51.5133735,-0.088906725,rubber,environmental_microbiome,223811.0,
haib17CEM5106_HCCGHCCXY_SL270338,london,london bridge,51.50557208,-0.086907553,metal,environmental_microbiome,323292.0,
haib17CEM5106_HCCGHCCXY_SL270321,london,totteridge and whetstone,51.63026513,-0.179247175,metal,environmental_microbiome,428174.0,
haib17CEM5106_HCCGHCCXY_SL270339,london,borough,51.5012707,-0.093692651,wood,environmental_microbiome,420011.0,
haib17CEM5106_HCCGHCCXY_SL270340,london,elephant and castle,51.49584772,-0.100711857,wood,environmental_microbiome,348446.0,
haib17CEM5106_HCCGHCCXY_SL270341,london,kennington,51.48819371,-0.10547519,metal,environmental_microbiome,376156.0,
haib17CEM5106_HCCGHCCXY_SL270342,london,oval,51.482032,-0.112797,rubber,environmental_microbiome,125763.0,
haib17CEM5106_HCCGHCCXY_SL270343,london,stockwell,51.47224114,-0.122895213,metal,environmental_microbiome,60236.0,
haib17CEM5106_HCCGHCCXY_SL270344,london,clapham north,51.46492348,-0.129515616,rubber,environmental_microbiome,264634.0,
haib17CEM5106_HCCGHCCXY_SL270345,london,clapham common,51.46180336,-0.138295129,rubber,environmental_microbiome,301304.0,
haib17CEM5106_HCCGHCCXY_SL270346,london,clapham south,51.45267416,-0.14795997,rubber,environmental_microbiome,76876.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270347,london,balham,51.44340406,-0.153182996,rubber,environmental_microbiome,14778.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270348,london,tooting bec,51.43583612,-0.159677894,metal,environmental_microbiome,110843.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270322,london,woodside park,51.61787278,-0.185394277,metal,environmental_microbiome,434483.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270349,london,tooting broadway,51.42751601,-0.167954323,rubber,environmental_microbiome,230645.0,
haib17CEM5106_HCCGHCCXY_SL270350,london,colliers wood,51.41814951,-0.177678808,rubber,environmental_microbiome,423911.0,
haib17CEM5106_HCCGHCCXY_SL270351,london,south wimbledon,51.415307,-0.191915,rubber,environmental_microbiome,298839.0,
haib17CEM5106_HCCGHCCXY_SL270352,london,morden,51.40241312,-0.194767862,metal,environmental_microbiome,214954.0,
haib17CEM5106_HCCGHCCXY_SL270353,london,edgeware,51.61368485,-0.274946709,wood,environmental_microbiome,171529.0,
haib17CEM5106_HCCGHCCXY_SL270354,london,burnt oak,51.60273831,-0.264170829,metal_wood,environmental_microbiome,143653.0,
haib17CEM5106_HCCGHCCXY_SL270355,london,colindale,51.59535142,-0.250108975,metal_wood,environmental_microbiome,259167.0,
haib17CEM5106_HCCGHCCXY_SL270356,london,hendon central,51.58335804,-0.226465843,metal_wood,environmental_microbiome,75878.0,
haib17CEM5106_HCCGHCCXY_SL270357,london,brent cross,51.57686088,-0.213428926,wood,environmental_microbiome,375368.0,
haib17CEM5106_HCCGHCCXY_SL270358,london,golders green,51.57228586,-0.19396566,wood,environmental_microbiome,319441.0,
haib17CEM5106_HCCGHCCXY_SL270323,london,west finchley,51.60954907,-0.188445598,metal,environmental_microbiome,144256.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270359,london,hampstead,51.55675484,-0.17820292,wood,environmental_microbiome,418536.0,
haib17CEM5106_HCCGHCCXY_SL270360,london,belsize park,51.55049384,-0.164212238,wood,environmental_microbiome,246097.0,
haib17CEM5106_HCCGHCCXY_SL270361,london,chalk farm,51.5441519,-0.153701577,wood,environmental_microbiome,303573.0,
haib17CEM5106_HCCGHCCXY_SL270362,london,warren street,51.52458249,-0.138254185,wood,environmental_microbiome,1363998.0,
haib17CEM5106_HCCGHCCXY_SL270363,london,goodge street,51.52049909,-0.134642741,wood,environmental_microbiome,248691.0,
haib17CEM5106_HCCGHCCXY_SL270364,london,tottenham court road,51.51627608,-0.13085605,metal,environmental_microbiome,314228.0,
haib17CEM5106_HCCGHCCXY_SL270365,london,leicester square,51.51129079,-0.12822255,rubber,environmental_microbiome,68786.0,
haib17CEM5106_HCCGHCCXY_SL270366,london,charing cross,51.50866134,-0.124733426,metal,environmental_microbiome,271818.0,
haib17CEM5106_HCCGHCCXY_SL270367,london,embankment,51.50731012,-0.122340604,rubber,environmental_microbiome,224683.0,
haib17CEM5106_HCCGHCCXY_SL270368,london,waterloo,51.50357644,-0.114051784,rubber,environmental_microbiome,242057.0,
haib17CEM5106_HCCGHCCXY_SL270324,london,finchley central,51.601,-0.1924,wood,environmental_microbiome,2333526.0,
haib17CEM5106_HCCGHCCXY_SL270325,london,east finchley,51.58733501,-0.164725648,metal,environmental_microbiome,165145.0,
haib17CEM5106_HCCGHCCXY_SL270326,london,highgate,51.57765885,-0.146618543,rubber,environmental_microbiome,135642.0,
haib17CEM5106_HCCGHCCXY_SL270327,london,archway,51.56549578,-0.135099708,rubber,environmental_microbiome,93515.0,
haib17CEM5106_HCCGHCCXY_SL270328,london,tufnell park,51.55673669,-0.137907511,metal,environmental_microbiome,154352.0,
haib17CEM5106_HCCGHCCXY_SL270561,london,oxford circus,51.51519833,-0.141753096,rubber,environmental_microbiome,713226.0,
haib17CEM5106_HCCGHCCXY_SL270562,london,green paark,51.50691892,-0.142899998,Unknown,environmental_microbiome,178133.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270563,london,victoria,51.49641574,-0.143828518,rubber,environmental_microbiome,541619.0,
haib17CEM5106_HCCGHCCXY_SL270564,london,pimlico,51.48926702,-0.13371586,rubber,environmental_microbiome,351321.0,
haib17CEM5106_HCCGHCCXY_SL270565,london,vauxhall,51.48580284,-0.123728675,rubber,environmental_microbiome,204491.0,
haib17CEM5106_HCCGHCCXY_SL270566,london,stockwell,51.47224114,-0.122895213,rubber,environmental_microbiome,537371.0,
haib17CEM5106_HCCGHCCXY_SL270567,london,brixton,51.46265326,-0.114611795,rubber,environmental_microbiome,166368.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270553,london,blackhorse road,51.58701271,-0.040984391,rubber,environmental_microbiome,133187.0,
haib17CEM5106_HCCGHCCXY_SL270554,london,tottenham hale,51.58811284,-0.060276117,rubber,environmental_microbiome,263534.0,
haib17CEM5106_HCCGHCCXY_SL270555,london,seven sisters,51.58341409,-0.07247832,rubber,environmental_microbiome,2050505.0,
haib17CEM5106_HCCGHCCXY_SL270556,london,finsbury park,51.56447095,-0.106495674,metal,environmental_microbiome,2264952.0,
haib17CEM5106_HCCGHCCXY_SL270557,london,highbury and islington,51.54630074,-0.103948483,Unknown,environmental_microbiome,812646.0,
haib17CEM5106_HCCGHCCXY_SL270558,london,king's cross st. pancras,51.53046702,-0.123838556,rubber,environmental_microbiome,229520.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270559,london,euston,51.52866595,-0.133265016,rubber,environmental_microbiome,3053918.0,
haib17CEM5106_HCCGHCCXY_SL270560,london,warren street,51.52458249,-0.138254185,Unknown,environmental_microbiome,907947.0,
haib17CEM5106_HCCGHCCXY_SL270466,london,harrow and wealdstone,51.59226368,-0.335193509,wood,environmental_microbiome,4931943.0,
haib17CEM5106_HCCGHCCXY_SL270479,london,queen's park,51.53416707,-0.204675391,metal,environmental_microbiome,2483491.0,
haib17CEM5106_HCCGHCCXY_SL270480,london,kilburn park,51.53513992,-0.193943923,metal,environmental_microbiome,158997.0,
haib17CEM5106_HCCGHCCXY_SL270481,london,maida vale,51.52982887,-0.185609035,metal,environmental_microbiome,4071999.0,
haib17CEM5106_HCCGHCCXY_SL270482,london,warwick avenue,51.52334544,-0.183649798,metal,environmental_microbiome,840814.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270483,london,paddington,51.51537887,-0.175365294,metal,environmental_microbiome,4709353.0,
haib17CEM5106_HCCGHCCXY_SL270484,london,edgeware road,51.51999407,-0.167644928,metal,environmental_microbiome,450099.0,
haib17CEM5106_HCCGHCCXY_SL270485,london,marylebone,51.52229675,-0.163080891,metal,environmental_microbiome,1073989.0,
haib17CEM5106_HCCGHCCXY_SL270486,london,baker street,51.52313116,-0.156881847,metal,environmental_microbiome,1593058.0,
haib17CEM5106_HCCGHCCXY_SL270487,london,regent's park,51.52357375,-0.146845189,metal,environmental_microbiome,641014.0,
haib17CEM5106_HCCGHCCXY_SL270488,london,oxford circus,51.51519833,-0.141753096,metal,environmental_microbiome,1475566.0,
haib17CEM5106_HCCGHCCXY_SL270467,london,kenton,51.58184637,-0.317125399,metal_wood,environmental_microbiome,1993045.0,
haib17CEM5106_HCCGHCCXY_SL270489,london,picadilly circus,51.51010128,-0.133994054,metal,environmental_microbiome,456510.0,
haib17CEM5106_HCCGHCCXY_SL270490,london,charing cross,51.50866134,-0.124733426,metal,environmental_microbiome,2498439.0,
haib17CEM5106_HCCGHCCXY_SL270491,london,embankment,51.50731012,-0.122340604,metal,environmental_microbiome,1550465.0,
haib17CEM5106_HCCGHCCXY_SL270492,london,waterloo,51.50357644,-0.114051784,metal,environmental_microbiome,679396.0,
haib17CEM5106_HCCGHCCXY_SL270493,london,lambeth north,51.49913109,-0.111745717,metal,environmental_microbiome,930342.0,
haib17CEM5106_HCCGHCCXY_SL270494,london,elephant and castle,51.49584772,-0.100711857,metal,environmental_microbiome,4455327.0,
haib17CEM5106_HCCGHCCXY_SL270468,london,south kenton,51.57023141,-0.308554798,wood,environmental_microbiome,1122049.0,
haib17CEM5106_HCCGHCCXY_SL270473,london,north wembley,51.56254897,-0.304116057,wood,environmental_microbiome,2115553.0,
haib17CEM5106_HCCGHCCXY_SL270474,london,wembley central,51.55239319,-0.296820887,metal,environmental_microbiome,1614778.0,
haib17CEM5106_HCCGHCCXY_SL270475,london,stonebridge park,51.54398955,-0.275371113,wood,environmental_microbiome,5768891.0,
haib17CEM5106_HCCGHCCXY_SL270476,london,harlesden,51.53625519,-0.257476566,metal,environmental_microbiome,3284624.0,
haib17CEM5106_HCCGHCCXY_SL270477,london,willesden junction,51.53225984,-0.244259053,metal_wood,environmental_microbiome,6301899.0,
haib17CEM5106_HCCGHCCXY_SL270478,london,kensal green,51.5305265,-0.224683208,metal_wood,environmental_microbiome,9790149.0,
haib17CEM5106_HCCGHCCXY_SL270245,london,queensway,51.51045317,-0.187402539,metal,environmental_microbiome,1780804.0,
haib17CEM5106_HCCGHCCXY_SL270246,london,marble arch,51.51361041,-0.158415035,metal,environmental_microbiome,1044234.0,
haib17CEM5106_HCCGHCCXY_SL270247,london,bond street,51.51387906,-0.149315708,metal,environmental_microbiome,1978831.0,
haib17CEM5106_HCCGHCCXY_SL270248,london,oxford circus,51.51519833,-0.141753096,metal,environmental_microbiome,10018611.0,
haib17CEM5106_HCCGHCCXY_SL270249,london,tottenham court road,51.51627608,-0.13085605,metal,environmental_microbiome,709833.0,
haib17CEM5106_HCCGHCCXY_SL270250,london,holborn,51.5175063,-0.119995446,metal,environmental_microbiome,310212.0,
haib17CEM5106_HCCGHCCXY_SL270251,london,chancery lane,51.51819437,-0.111660401,metal,environmental_microbiome,134373.0,
haib17CEM5106_HCCGHCCXY_SL270252,london,st. paul's,51.51487573,-0.097559304,metal,environmental_microbiome,509945.0,
haib17CEM5106_HCCGHCCXY_SL270253,london,bank,51.5133735,-0.088906725,metal,environmental_microbiome,3728838.0,
haib17CEM5106_HCCGHCCXY_SL270237,london,perivale,51.53665913,-0.323817282,wood,environmental_microbiome,5839392.0,
haib17CEM5106_HCCGHCCXY_SL270254,london,liverpool street,51.51742113,-0.082958757,metal,environmental_microbiome,3486162.0,
haib17CEM5106_HCCGHCCXY_SL270255,london,bethnal green,51.52726755,-0.055423847,wood,environmental_microbiome,2871394.0,
haib17CEM5106_HCCGHCCXY_SL270256,london,mile end,51.52516227,-0.033400538,metal,environmental_microbiome,1333753.0,
haib17CEM5106_HCCGHCCXY_SL270257,london,stratford,51.54137766,-0.003185389,Unknown,environmental_microbiome,3097417.0,
haib17CEM5106_HCCGHCCXY_SL270258,london,leyton,51.5565034,-0.00561874,wood,environmental_microbiome,2539360.0,
haib17CEM5106_HCCGHCCXY_SL270263,london,leytonstone,51.56825428,0.008223901,wood,environmental_microbiome,1277356.0,
haib17CEM5106_HCCGHCCXY_SL270264,london,snaresbrook,51.58089355,0.021492179,wood,environmental_microbiome,175867.0,
haib17CEM5106_HCCGHCCXY_SL270265,london,south woodford,51.59179344,0.027321779,wood,environmental_microbiome,3354422.0,
haib17CEM5106_HCCGHCCXY_SL270266,london,woodford,51.60709356,0.034027185,metal,environmental_microbiome,3341242.0,
haib17CEM5106_HCCGHCCXY_SL270267,london,ealing broadway,51.5149791,-0.301471777,metal,environmental_microbiome,1967302.0,
haib17CEM5106_HCCGHCCXY_SL270238,london,hanger lane,51.53007288,-0.292973103,wood,environmental_microbiome,6488654.0,
haib17CEM5106_HCCGHCCXY_SL270268,london,west acton,51.51792853,-0.280959813,wood,environmental_microbiome,8169681.0,
haib17CEM5106_HCCGHCCXY_SL270269,london,wanstead,51.57558605,0.028739769,wood,environmental_microbiome,2614000.0,
haib17CEM5106_HCCGHCCXY_SL270270,london,redbridge,51.57636834,0.045413423,wood,environmental_microbiome,1718273.0,
haib17CEM5106_HCCGHCCXY_SL270271,london,gants hill,51.5765571,0.066103646,wood,environmental_microbiome,1593899.0,
haib17CEM5106_HCCGHCCXY_SL270272,london,newbury park,51.57563951,0.090329654,wood,environmental_microbiome,3406911.0,
haib17CEM5106_HCCGHCCXY_SL270273,london,barkingside,51.58585544,0.088509189,wood,environmental_microbiome,10666518.0,
haib17CEM5106_HCCGHCCXY_SL270274,london,fairlop,51.59574781,0.090921024,wood,environmental_microbiome,14613647.0,
haib17CEM5106_HCCGHCCXY_SL270275,london,hainault,51.60379254,0.093105998,wood,environmental_microbiome,3937236.0,
haib17CEM5106_HCCGHCCXY_SL270276,london,grange hill,51.61340971,0.092132915,wood,environmental_microbiome,3871589.0,
haib17CEM5106_HCCGHCCXY_SL270277,london,chigwell,51.61793168,0.074523461,wood,environmental_microbiome,7259766.0,
haib17CEM5106_HCCGHCCXY_SL270239,london,north acton,51.52343605,-0.25970031,wood,environmental_microbiome,4263876.0,
haib17CEM5106_HCCGHCCXY_SL270278,london,roding valley,51.61717995,0.04385609,wood,environmental_microbiome,2609965.0,
haib17CEM5106_HCCGHCCXY_SL270240,london,east acton,51.51664829,-0.247481639,wood,environmental_microbiome,4081488.0,
haib17CEM5106_HCCGHCCXY_SL270241,london,white city,51.51204421,-0.224221914,metal_wood,environmental_microbiome,2406926.0,
haib17CEM5106_HCCGHCCXY_SL270242,london,shepherd's bush,51.50452058,-0.218739321,metal,environmental_microbiome,3248092.0,
haib17CEM5106_HCCGHCCXY_SL270243,london,holland park,51.50740459,-0.205705089,metal,environmental_microbiome,5295486.0,
haib17CEM5106_HCCGHCCXY_SL270244,london,notting hill gate,51.50913507,-0.196517879,metal,environmental_microbiome,1733356.0,
haib17CEM5106_HCY5HCCXY_SL271096,london,chiswick park,51.4943711,-0.267715593,wood,environmental_microbiome,3305997.0,
haib17CEM5106_HCY5HCCXY_SL271105,london,south kensington,51.49407225,-0.173903021,metal,environmental_microbiome,4310776.0,
haib17CEM5106_HCY5HCCXY_SL271106,london,sloane square,51.49236161,-0.156471428,metal,environmental_microbiome,2781874.0,
haib17CEM5106_HCY5HCCXY_SL271107,london,victoria,51.49641574,-0.143828518,metal,environmental_microbiome,2772643.0,
haib17CEM5106_HCY5HCCXY_SL271108,london,st james's park,51.49941708,-0.134167037,wood,environmental_microbiome,3416243.0,
haib17CEM5106_HCY5HCCXY_SL271109,london,westminster,51.50115697,-0.124793827,metal,environmental_microbiome,7130295.0,
haib17CEM5106_HCY5HCCXY_SL271110,london,embankment,51.50731012,-0.122340604,metal,environmental_microbiome,5213862.0,
haib17CEM5106_HCY5HCCXY_SL271111,london,temple,51.51104185,-0.113692896,wood,environmental_microbiome,6749951.0,
haib17CEM5106_HCY5HCCXY_SL271112,london,blackfriars,51.51156251,-0.103596123,metal,environmental_microbiome,2901476.0,
haib17CEM5106_HCY5HCCXY_SL271113,london,mansion house,51.5120941,-0.094171678,metal,environmental_microbiome,4957407.0,
haib17CEM5106_HCY5HCCXY_SL271114,london,cannon street,51.51150584,-0.090681195,wood,environmental_microbiome,2623957.0,
haib17CEM5106_HCY5HCCXY_SL271097,london,turnham green,51.49518509,-0.254500038,metal_wood,environmental_microbiome,4777804.0,
haib17CEM5106_HCY5HCCXY_SL271115,london,monument,51.51063449,-0.08616071,metal,environmental_microbiome,2937133.0,
haib17CEM5106_HCY5HCCXY_SL271116,london,tower hill,51.5101391,-0.076335576,metal,environmental_microbiome,4054134.0,
haib17CEM5106_HCY5HCCXY_SL271117,london,aldgate east,51.51530072,-0.072274025,wood,environmental_microbiome,6667410.0,
haib17CEM5106_HCY5HCCXY_SL271118,london,whitechapel,51.51952926,-0.059968492,metal,environmental_microbiome,3624117.0,
haib17CEM5106_HCY5HCCXY_SL271119,london,stepney green,51.52197932,-0.046455251,metal,environmental_microbiome,3407818.0,
haib17CEM5106_HCY5HCCXY_SL271120,london,mile end,51.52516227,-0.033400538,metal,environmental_microbiome,2664981.0,
haib17CEM5106_HCY5HCCXY_SL271121,london,bow road,51.5268669,-0.024809606,metal,environmental_microbiome,4285910.0,
haib17CEM5106_HCY5HCCXY_SL271122,london,bromey-by-bow,51.52484277,-0.01165748,wood,environmental_microbiome,5413416.0,
haib17CEM5106_HCY5HCCXY_SL271123,london,west ham,51.52825723,0.005040569,metal_wood,environmental_microbiome,5721010.0,
haib17CEM5106_HCY5HCCXY_SL271124,london,plaistow,51.53128621,0.017807961,wood,environmental_microbiome,2070954.0,
haib17CEM5106_HCY5HCCXY_SL271098,london,stamford brook,51.49486533,-0.245421899,wood,environmental_microbiome,3700778.0,
haib17CEM5106_HCY5HCCXY_SL271125,london,upton park,51.53530067,0.035269676,metal_wood,environmental_microbiome,2586688.0,
haib17CEM5106_HCY5HCCXY_SL271126,london,east ham,51.5389967,0.051467145,wood,environmental_microbiome,3047349.0,
haib17CEM5106_HCY5HCCXY_SL271127,london,barking,51.53952056,0.080855743,metal,environmental_microbiome,2519998.0,
haib17CEM5106_HCY5HCCXY_SL271128,london,upney,51.53840422,0.101558788,metal_wood,environmental_microbiome,2915547.0,
haib17CEM5106_HCY5HCCXY_SL271129,london,richmond,51.46323213,-0.301717924,metal,environmental_microbiome,3632004.0,
haib17CEM5106_HCY5HCCXY_SL271130,london,kew gardens,51.47709778,-0.285212918,metal_wood,environmental_microbiome,3595296.0,
haib17CEM5106_HCY5HCCXY_SL271135,london,gunnersbury,51.49186736,-0.275147144,metal_wood,environmental_microbiome,3810737.0,
haib17CEM5106_HCY5HCCXY_SL271136,london,wimbledon,51.42146487,-0.206353858,metal_wood,environmental_microbiome,4072839.0,
haib17CEM5106_HCY5HCCXY_SL271137,london,wimbledon park,51.43453896,-0.199572031,metal_wood,environmental_microbiome,2151203.0,
haib17CEM5106_HCY5HCCXY_SL271138,london,southfields,51.44500591,-0.206514155,metal_wood,environmental_microbiome,3851966.0,positive_control
haib17CEM5106_HCY5HCCXY_SL271099,london,ravenscourt brook,51.49421127,-0.236225664,metal_wood,environmental_microbiome,5484538.0,
haib17CEM5106_HCY5HCCXY_SL271139,london,east putney,51.45887883,-0.210975744,metal_wood,environmental_microbiome,3743739.0,
haib17CEM5106_HCY5HCCXY_SL271140,london,putney bridge,51.46797822,-0.208948328,metal_wood,environmental_microbiome,3866331.0,
haib17CEM5106_HCY5HCCXY_SL271141,london,parsons green,51.47517266,-0.201208748,metal_wood,environmental_microbiome,2735715.0,
haib17CEM5106_HCY5HCCXY_SL271142,london,fulham broadway,51.48059868,-0.194937978,metal,environmental_microbiome,3368366.0,
haib17CEM5106_HCY5HCCXY_SL271143,london,west brompton,51.487287,0.195491,wood,environmental_microbiome,3765444.0,
haib17CEM5106_HCY5HCCXY_SL271144,london,high st kensington,51.50074572,-0.192480691,metal,environmental_microbiome,3948823.0,
