uuid,city,station_name,latitude,longitude,surface_material,sample_type,num_reads,control_type
haib17CEM5106_HCY5HCCXY_SL271145,london,notting hill gate,51.50913507,-0.196517879,wood,environmental_microbiome,3218946.0,
haib17CEM5106_HCY5HCCXY_SL271146,london,bayswater,51.51229975,-0.188009447,metal,environmental_microbiome,4475626.0,
haib17CEM5106_HCY5HCCXY_SL271147,london,edgeware road,51.52025012,-0.17010672,Unknown,environmental_microbiome,3137134.0,
haib17CEM5106_HCY5HCCXY_SL271100,london,hammersmith,51.49357272,-0.224892685,metal_wood,environmental_microbiome,2208436.0,
haib17CEM5106_HCY5HCCXY_SL271101,london,barons court,51.49022739,-0.213576608,wood,environmental_microbiome,3652402.0,
haib17CEM5106_HCY5HCCXY_SL271102,london,west kensington,51.49056563,-0.206454516,metal_wood,environmental_microbiome,3866827.0,
haib17CEM5106_HCY5HCCXY_SL271103,london,earl's court,51.49187618,-0.193526047,Unknown,environmental_microbiome,3433743.0,
haib17CEM5106_HCY5HCCXY_SL271104,london,gloucester road,51.49431275,-0.182960687,metal,environmental_microbiome,3291820.0,
haib17CEM5106_HCCGHCCXY_SL270523,london,harrow-on-the-hill,51.57939273,-0.336973212,wood,environmental_microbiome,435773.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270532,london,farringdon,51.52051764,-0.10505032,metal,environmental_microbiome,5741257.0,
haib17CEM5106_HCCGHCCXY_SL270533,london,barbican,51.52021342,-0.097698591,wood,environmental_microbiome,1565655.0,
haib17CEM5106_HCCGHCCXY_SL270534,london,moorgate,51.51843415,-0.088988842,metal,environmental_microbiome,1180740.0,
haib17CEM5106_HCCGHCCXY_SL270535,london,liverpool street,51.51742113,-0.082958757,metal,environmental_microbiome,1312516.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270536,london,aldgate,51.51434282,-0.075600611,metal,environmental_microbiome,2223613.0,
haib17CEM5106_HCCGHCCXY_SL270524,london,northwick park,51.57865118,-0.318174443,wood,environmental_microbiome,4208307.0,
haib17CEM5106_HCCGHCCXY_SL270525,london,preston road,51.5720977,-0.295226402,wood,environmental_microbiome,506187.0,
haib17CEM5106_HCCGHCCXY_SL270526,london,wembley park,51.56332139,-0.279220664,metal,environmental_microbiome,1321696.0,
haib17CEM5106_HCCGHCCXY_SL270527,london,finchley road,51.54713209,-0.18047382,wood,environmental_microbiome,1299715.0,
haib17CEM5106_HCCGHCCXY_SL270528,london,baker street,51.52313116,-0.156881847,wood,environmental_microbiome,1537916.0,
haib17CEM5106_HCCGHCCXY_SL270529,london,great portland street,51.52378935,-0.14393025,metal_wood,environmental_microbiome,814901.0,
haib17CEM5106_HCCGHCCXY_SL270530,london,euston square,51.52562663,-0.135824263,wood,environmental_microbiome,1951873.0,
haib17CEM5106_HCCGHCCXY_SL270531,london,king's cross st. pancras,51.53046702,-0.123838556,metal,environmental_microbiome,2085914.0,
haib17CEM5106_HCCGHCCXY_SL270369,london,high barnet,51.65065795,-0.194737478,wood,environmental_microbiome,300445.0,
haib17CEM5106_HCCGHCCXY_SL270378,london,kentish town,51.55036797,-0.140452418,metal,environmental_microbiome,175413.0,
haib17CEM5106_HCCGHCCXY_SL270379,london,camden town,51.5394686,-0.142709548,metal,environmental_microbiome,66098.0,
haib17CEM5106_HCCGHCCXY_SL270380,london,mornington crescent,51.53427845,-0.138821617,metal,environmental_microbiome,210346.0,
haib17CEM5106_HCCGHCCXY_SL270381,london,euston,51.52866595,-0.133265016,metal,environmental_microbiome,113903.0,
haib17CEM5106_HCCGHCCXY_SL270382,london,king's cross st.pancras,51.53046702,-0.123838556,metal,environmental_microbiome,160023.0,
haib17CEM5106_HCCGHCCXY_SL270383,london,angel,51.53257057,-0.105772295,metal,environmental_microbiome,50331.0,
haib17CEM5106_HCCGHCCXY_SL270384,london,old street,51.52567304,-0.087540958,metal_wood,environmental_microbiome,181253.0,
haib17CEM5106_HCCGHCCXY_SL270385,london,moorgate,51.51843415,-0.088988842,metal,environmental_microbiome,1119852.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270386,london,bank,51.5133735,-0.088906725,metal,environmental_microbiome,310359.0,
haib17CEM5106_HCCGHCCXY_SL270387,london,london bridge,51.50557208,-0.086907553,metal,environmental_microbiome,335365.0,
haib17CEM5106_HCCGHCCXY_SL270370,london,totteridge and whetstone,51.63026513,-0.179247175,wood,environmental_microbiome,600233.0,
haib17CEM5106_HCCGHCCXY_SL270388,london,borough,51.5012707,-0.093692651,metal,environmental_microbiome,325113.0,
haib17CEM5106_HCCGHCCXY_SL270389,london,elephant and castle,51.49584772,-0.100711857,metal,environmental_microbiome,219992.0,
haib17CEM5106_HCCGHCCXY_SL270390,london,kennington,51.48819371,-0.10547519,wood,environmental_microbiome,21280.0,
haib17CEM5106_HCCGHCCXY_SL270391,london,oval,51.482032,-0.112797,wood,environmental_microbiome,332042.0,
haib17CEM5106_HCCGHCCXY_SL270392,london,stockwell,51.47224114,-0.122895213,wood,environmental_microbiome,799983.0,
haib17CEM5106_HCCGHCCXY_SL270393,london,clapham north,51.46492348,-0.129515616,wood,environmental_microbiome,388917.0,
haib17CEM5106_HCCGHCCXY_SL270394,london,clapham common,51.46180336,-0.138295129,wood,environmental_microbiome,175062.0,
haib17CEM5106_HCCGHCCXY_SL270395,london,clapham south,51.45267416,-0.14795997,wood,environmental_microbiome,50611.0,
haib17CEM5106_HCCGHCCXY_SL270396,london,balham,51.44340406,-0.153182996,wood,environmental_microbiome,2909.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270397,london,tooting bec,51.43583612,-0.159677894,wood,environmental_microbiome,494073.0,
haib17CEM5106_HCCGHCCXY_SL270371,london,woodside park,51.61787278,-0.185394277,wood,environmental_microbiome,193700.0,
haib17CEM5106_HCCGHCCXY_SL270398,london,tooting broadway,51.42751601,-0.167954323,wood,environmental_microbiome,1286173.0,
haib17CEM5106_HCCGHCCXY_SL270399,london,colliers wood,51.41814951,-0.177678808,metal,environmental_microbiome,3481797.0,
haib17CEM5106_HCCGHCCXY_SL270400,london,south wimbledon,51.415307,-0.191915,metal,environmental_microbiome,3207815.0,
haib17CEM5106_HCCGHCCXY_SL270401,london,morden,51.40241312,-0.194767862,Unknown,environmental_microbiome,218531.0,
haib17CEM5106_HCCGHCCXY_SL270402,london,edgeware,51.61368485,-0.274946709,wood,environmental_microbiome,4634768.0,
haib17CEM5106_HCCGHCCXY_SL270403,london,burnt oak,51.60273831,-0.264170829,metal_wood,environmental_microbiome,10567359.0,
haib17CEM5106_HCCGHCCXY_SL270404,london,colindale,51.59535142,-0.250108975,metal_wood,environmental_microbiome,1025387.0,
haib17CEM5106_HCCGHCCXY_SL270405,london,hendon central,51.58335804,-0.226465843,metal_wood,environmental_microbiome,1223384.0,
haib17CEM5106_HCCGHCCXY_SL270406,london,brent cross,51.57686088,-0.213428926,metal_wood,environmental_microbiome,10821891.0,
haib17CEM5106_HCCGHCCXY_SL270407,london,golders green,51.57228586,-0.19396566,metal_wood,environmental_microbiome,4215690.0,
haib17CEM5106_HCCGHCCXY_SL270372,london,west finchley,51.60954907,-0.188445598,metal_wood,environmental_microbiome,232697.0,
haib17CEM5106_HCCGHCCXY_SL270408,london,hampstead,51.55675484,-0.17820292,metal,environmental_microbiome,750701.0,
haib17CEM5106_HCCGHCCXY_SL270409,london,belsize park,51.55049384,-0.164212238,metal,environmental_microbiome,1604099.0,
haib17CEM5106_HCCGHCCXY_SL270410,london,chalk farm,51.5441519,-0.153701577,metal,environmental_microbiome,5500960.0,
haib17CEM5106_HCCGHCCXY_SL270411,london,warren street,51.52458249,-0.138254185,metal,environmental_microbiome,18539478.0,
haib17CEM5106_HCCGHCCXY_SL270412,london,goodge street,51.52049909,-0.134642741,metal,environmental_microbiome,1771324.0,
haib17CEM5106_HCCGHCCXY_SL270413,london,tottenham court road,51.51627608,-0.13085605,metal,environmental_microbiome,4076267.0,
haib17CEM5106_HCCGHCCXY_SL270414,london,leicester square,51.51129079,-0.12822255,metal,environmental_microbiome,6298393.0,
haib17CEM5106_HCCGHCCXY_SL270415,london,charing cross,51.50866134,-0.124733426,metal,environmental_microbiome,5589834.0,
haib17CEM5106_HCCGHCCXY_SL270416,london,embankment,51.50731012,-0.122340604,metal,environmental_microbiome,6198886.0,
haib17CEM5106_HCCGHCCXY_SL270417,london,waterloo,51.50357644,-0.114051784,metal,environmental_microbiome,5329051.0,
haib17CEM5106_HCCGHCCXY_SL270373,london,finchley central,51.601,-0.1924,metal_wood,environmental_microbiome,256837.0,
haib17CEM5106_HCCGHCCXY_SL270374,london,east finchley,51.58733501,-0.164725648,metal_wood,environmental_microbiome,344991.0,
haib17CEM5106_HCCGHCCXY_SL270375,london,highgate,51.57765885,-0.146618543,metal,environmental_microbiome,252544.0,
haib17CEM5106_HCCGHCCXY_SL270376,london,archway,51.56549578,-0.135099708,metal,environmental_microbiome,567988.0,
haib17CEM5106_HCCGHCCXY_SL270377,london,tufnell park,51.55673669,-0.137907511,metal,environmental_microbiome,286513.0,
haib17CEM5106_HCCGHCCXY_SL270568,london,walthamstow central,51.58302266,-0.01991023,wood,environmental_microbiome,1239214.0,
haib17CEM5106_HCCGHCCXY_SL270577,london,oxford circus,51.51519833,-0.141753096,Unknown,environmental_microbiome,277351.0,
haib17CEM5106_HCCGHCCXY_SL270578,london,green paark,51.50691892,-0.142899998,wood,environmental_microbiome,2398479.0,
haib17CEM5106_HCCGHCCXY_SL270579,london,victoria,51.49641574,-0.143828518,wood,environmental_microbiome,332527.0,
haib17CEM5106_HCCGHCCXY_SL270580,london,pimlico,51.48926702,-0.13371586,wood,environmental_microbiome,686988.0,
haib17CEM5106_HCCGHCCXY_SL270581,london,vauxhall,51.48580284,-0.123728675,wood,environmental_microbiome,1330094.0,
haib17CEM5106_HCCGHCCXY_SL270582,london,stockwell,51.47224114,-0.122895213,wood,environmental_microbiome,922621.0,
haib17CEM5106_HCCGHCCXY_SL270583,london,brixton,51.46265326,-0.114611795,wood,environmental_microbiome,1354476.0,
haib17CEM5106_HCCGHCCXY_SL270569,london,blackhorse road,51.58701271,-0.040984391,wood,environmental_microbiome,291895.0,
haib17CEM5106_HCCGHCCXY_SL270570,london,tottenham hale,51.58811284,-0.060276117,wood,environmental_microbiome,291059.0,
haib17CEM5106_HCCGHCCXY_SL270571,london,seven sisters,51.58341409,-0.07247832,wood,environmental_microbiome,614912.0,
haib17CEM5106_HCCGHCCXY_SL270572,london,finsbury park,51.56447095,-0.106495674,wood,environmental_microbiome,586325.0,
haib17CEM5106_HCCGHCCXY_SL270573,london,highbury and islington,51.54630074,-0.103948483,wood,environmental_microbiome,433248.0,
haib17CEM5106_HCCGHCCXY_SL270574,london,king's cross st. pancras,51.53046702,-0.123838556,wood,environmental_microbiome,1414780.0,
haib17CEM5106_HCCGHCCXY_SL270575,london,euston,51.52866595,-0.133265016,wood,environmental_microbiome,2026329.0,
haib17CEM5106_HCCGHCCXY_SL270576,london,warren street,51.52458249,-0.138254185,wood,environmental_microbiome,185953.0,
haib17CEM5106_HCY5HCCXY_SL270997,london,Control/Unknown,,,Unknown,environmental_microbiome,3588211.0,negative_control
haib17CEM5106_HCY5HCCXY_SL270998,london,Control/Unknown,,,Unknown,environmental_microbiome,5425175.0,negative_control
haib17CEM5106_HCY5HCCXY_SL270995,london,Control/Unknown,,,Unknown,environmental_microbiome,5261766.0,positive_control
haib17CEM5106_HCY5HCCXY_SL270996,london,Control/Unknown,,,Unknown,environmental_microbiome,5328035.0,positive_control
haib17CEM5106_HCY5HCCXY_SL271133,london,Control/Unknown,,,Unknown,environmental_microbiome,2451543.0,negative_control
haib17CEM5106_HCY5HCCXY_SL271134,london,Control/Unknown,,,Unknown,environmental_microbiome,3101513.0,negative_control
haib17CEM5106_HCY5HCCXY_SL271131,london,Control/Unknown,,,Unknown,environmental_microbiome,4646981.0,positive_control
haib17CEM5106_HCY5HCCXY_SL271132,london,Control/Unknown,,,Unknown,environmental_microbiome,6541617.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270262,london,Control/Unknown,,,Unknown,environmental_microbiome,390855.0,negative_control
haib17CEM5106_HCCGHCCXY_SL270259,london,Control/Unknown,,,Unknown,environmental_microbiome,3519037.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270260,london,Control/Unknown,,,Unknown,environmental_microbiome,744596.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270315,london,Control/Unknown,,,Unknown,environmental_microbiome,2265725.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270316,london,Control/Unknown,,,Unknown,environmental_microbiome,329787965.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270471,london,Control/Unknown,,,Unknown,environmental_microbiome,1666956.0,negative_control
haib17CEM5106_HCCGHCCXY_SL270472,london,Control/Unknown,,,Unknown,environmental_microbiome,1601048.0,negative_control
haib17CEM5106_HCCGHCCXY_SL270469,london,Control/Unknown,,,Unknown,environmental_microbiome,4696669.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270470,london,Control/Unknown,,,Unknown,environmental_microbiome,2421249.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270513,london,Control/Unknown,,,Unknown,environmental_microbiome,41740.0,negative_control
haib17CEM5106_HCCGHCCXY_SL270510,london,Control/Unknown,,,Unknown,environmental_microbiome,176250525.0,positive_control
haib17CEM5106_HCCGHCCXY_SL270511,london,Control/Unknown,,,Unknown,environmental_microbiome,169776230.0,positive_control
haib18CEM5332_HMGTJCCXY_SL342392,london,Control/Unknown,,,Unknown,,929236.0,
haib18CEM5332_HMGW3CCXY_SL342392,london,Control/Unknown,,,Unknown,,3350374.0,
haib18CEM5332_HMGTJCCXY_SL342401,london,Control/Unknown,,,Unknown,,755844.0,
haib18CEM5332_HMGW3CCXY_SL342401,london,Control/Unknown,,,Unknown,,2586992.0,
haib18CEM5332_HMGTJCCXY_SL342402,london,Control/Unknown,,,Unknown,,1071330.0,
haib18CEM5332_HMGW3CCXY_SL342402,london,Control/Unknown,,,Unknown,,3793314.0,
haib18CEM5332_HMGTJCCXY_SL342403,london,Control/Unknown,,,Unknown,,785126.0,
haib18CEM5332_HMGW3CCXY_SL342403,london,Control/Unknown,,,Unknown,,2909725.0,
haib18CEM5332_HMGTJCCXY_SL342404,london,Control/Unknown,,,Unknown,,1015754.0,
haib18CEM5332_HMGW3CCXY_SL342404,london,Control/Unknown,,,Unknown,,3686762.0,
haib18CEM5332_HMGTJCCXY_SL342405,london,Control/Unknown,,,Unknown,,1460943.0,
haib18CEM5332_HMGW3CCXY_SL342405,london,Control/Unknown,,,Unknown,,4588838.0,
haib18CEM5332_HMGTJCCXY_SL342406,london,Control/Unknown,,,Unknown,,1588030.0,
haib18CEM5332_HMGW3CCXY_SL342406,london,Control/Unknown,,,Unknown,,4638253.0,
haib18CEM5332_HMGTJCCXY_SL342407,london,Control/Unknown,,,Unknown,,1083140.0,
haib18CEM5332_HMGW3CCXY_SL342407,london,Control/Unknown,,,Unknown,,3445110.0,
haib18CEM5332_HMGTJCCXY_SL342408,london,Control/Unknown,,,Unknown,,1157454.0,
haib18CEM5332_HMGW3CCXY_SL342408,london,Control/Unknown,,,Unknown,,3544588.0,
haib18CEM5332_HMGTJCCXY_SL342409,london,Control/Unknown,,,Unknown,,955258.0,
haib18CEM5332_HMGW3CCXY_SL342409,london,Control/Unknown,,,Unknown,,3414509.0,
haib18CEM5332_HMGTJCCXY_SL342410,london,Control/Unknown,,,Unknown,,836807.0,
haib18CEM5332_HMGW3CCXY_SL342410,london,Control/Unknown,,,Unknown,,2739497.0,
haib18CEM5332_HMGTJCCXY_SL342393,london,Control/Unknown,,,Unknown,,1422795.0,
haib18CEM5332_HMGW3CCXY_SL342393,london,Control/Unknown,,,Unknown,,4532676.0,
haib18CEM5332_HMGTJCCXY_SL342411,london,Control/Unknown,,,Unknown,,741474.0,
haib18CEM5332_HMGW3CCXY_SL342411,london,Control/Unknown,,,Unknown,,2664725.0,
haib18CEM5332_HMGTJCCXY_SL342412,london,Control/Unknown,,,Unknown,,999695.0,
haib18CEM5332_HMGW3CCXY_SL342412,london,Control/Unknown,,,Unknown,,3081245.0,
haib18CEM5332_HMGTJCCXY_SL342413,london,Control/Unknown,,,Unknown,,950833.0,
haib18CEM5332_HMGW3CCXY_SL342413,london,Control/Unknown,,,Unknown,,3547199.0,
haib18CEM5332_HMGTJCCXY_SL342414,london,Control/Unknown,,,Unknown,,1169216.0,
haib18CEM5332_HMGW3CCXY_SL342414,london,Control/Unknown,,,Unknown,,3548938.0,
haib18CEM5332_HMGTJCCXY_SL342415,london,Control/Unknown,,,Unknown,,1572832.0,
haib18CEM5332_HMGW3CCXY_SL342415,london,Control/Unknown,,,Unknown,,4994285.0,
haib18CEM5332_HMGTJCCXY_SL342416,london,Control/Unknown,,,Unknown,,1263568.0,
haib18CEM5332_HMGW3CCXY_SL342416,london,Control/Unknown,,,Unknown,,276480.0,
haib18CEM5332_HMGTJCCXY_SL342417,london,Control/Unknown,,,Unknown,,1176825.0,
haib18CEM5332_HMGW3CCXY_SL342417,london,Control/Unknown,,,Unknown,,1024216.0,
haib18CEM5332_HMGTJCCXY_SL342418,london,Control/Unknown,,,Unknown,,1263267.0,
haib18CEM5332_HMGW3CCXY_SL342418,london,Control/Unknown,,,Unknown,,4054518.0,
haib18CEM5332_HMGTJCCXY_SL342419,london,Control/Unknown,,,Unknown,,1239279.0,
haib18CEM5332_HMGW3CCXY_SL342419,london,Control/Unknown,,,Unknown,,3859912.0,
haib18CEM5332_HMGTJCCXY_SL342420,london,Control/Unknown,,,Unknown,,562406.0,
haib18CEM5332_HMGW3CCXY_SL342420,london,Control/Unknown,,,Unknown,,3010325.0,
haib18CEM5332_HMGTJCCXY_SL342394,london,Control/Unknown,,,Unknown,,1523954.0,
haib18CEM5332_HMGW3CCXY_SL342394,london,Control/Unknown,,,Unknown,,5103150.0,
haib18CEM5332_HMGTJCCXY_SL342421,london,Control/Unknown,,,Unknown,,877434.0,
haib18CEM5332_HMGW3CCXY_SL342421,london,Control/Unknown,,,Unknown,,2978192.0,
haib18CEM5332_HMGTJCCXY_SL342422,london,Control/Unknown,,,Unknown,,1121417.0,
haib18CEM5332_HMGW3CCXY_SL342422,london,Control/Unknown,,,Unknown,,3307667.0,
haib18CEM5332_HMGTJCCXY_SL342423,london,Control/Unknown,,,Unknown,,774430.0,
haib18CEM5332_HMGW3CCXY_SL342423,london,Control/Unknown,,,Unknown,,2788301.0,
haib18CEM5332_HMGTJCCXY_SL342424,london,Control/Unknown,,,Unknown,,994266.0,
haib18CEM5332_HMGW3CCXY_SL342424,london,Control/Unknown,,,Unknown,,3372275.0,
haib18CEM5332_HMGTJCCXY_SL342425,london,Control/Unknown,,,Unknown,,1403344.0,
haib18CEM5332_HMGW3CCXY_SL342425,london,Control/Unknown,,,Unknown,,4539573.0,
haib18CEM5332_HMGTJCCXY_SL342426,london,Control/Unknown,,,Unknown,,1000255.0,
haib18CEM5332_HMGW3CCXY_SL342426,london,Control/Unknown,,,Unknown,,3451902.0,
haib18CEM5332_HMGTJCCXY_SL342427,london,Control/Unknown,,,Unknown,,999788.0,
haib18CEM5332_HMGW3CCXY_SL342427,london,Control/Unknown,,,Unknown,,3392870.0,
haib18CEM5332_HMGTJCCXY_SL342428,london,Control/Unknown,,,Unknown,,1635247.0,
haib18CEM5332_HMGW3CCXY_SL342428,london,Control/Unknown,,,Unknown,,6067423.0,
haib18CEM5332_HMGTJCCXY_SL342429,london,Control/Unknown,,,Unknown,,1120358.0,
haib18CEM5332_HMGW3CCXY_SL342429,london,Control/Unknown,,,Unknown,,3617792.0,
haib18CEM5332_HMGTJCCXY_SL342430,london,Control/Unknown,,,Unknown,,1420371.0,
haib18CEM5332_HMGW3CCXY_SL342430,london,Control/Unknown,,,Unknown,,3943081.0,
haib18CEM5332_HMGTJCCXY_SL342395,london,Control/Unknown,,,Unknown,,1224208.0,
haib18CEM5332_HMGW3CCXY_SL342395,london,Control/Unknown,,,Unknown,,4405908.0,
haib18CEM5332_HMGTJCCXY_SL342431,london,Control/Unknown,,,Unknown,,1443991.0,
haib18CEM5332_HMGW3CCXY_SL342431,london,Control/Unknown,,,Unknown,,4664618.0,
haib18CEM5332_HMGTJCCXY_SL342432,london,Control/Unknown,,,Unknown,,1111163.0,
haib18CEM5332_HMGW3CCXY_SL342432,london,Control/Unknown,,,Unknown,,3789577.0,
haib18CEM5332_HMGTJCCXY_SL342396,london,Control/Unknown,,,Unknown,,865021.0,
haib18CEM5332_HMGW3CCXY_SL342396,london,Control/Unknown,,,Unknown,,2862681.0,
haib18CEM5332_HMGTJCCXY_SL342397,london,Control/Unknown,,,Unknown,,984755.0,
haib18CEM5332_HMGW3CCXY_SL342397,london,Control/Unknown,,,Unknown,,3344489.0,
haib18CEM5332_HMGTJCCXY_SL342398,london,Control/Unknown,,,Unknown,,1316463.0,
haib18CEM5332_HMGW3CCXY_SL342398,london,Control/Unknown,,,Unknown,,4687316.0,
haib18CEM5332_HMGTJCCXY_SL342399,london,Control/Unknown,,,Unknown,,1101757.0,
haib18CEM5332_HMGW3CCXY_SL342399,london,Control/Unknown,,,Unknown,,3821171.0,
haib18CEM5332_HMGTJCCXY_SL342400,london,Control/Unknown,,,Unknown,,771787.0,
haib18CEM5332_HMGW3CCXY_SL342400,london,Control/Unknown,,,Unknown,,2945927.0,
